Video Title,Comment,clean_Comment,Polarity,Subjectivity,Emotion,Sentiment
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Itu betul kata Bu Airin ok,Itu betul kata Airin,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Lalaki 3 elej ku.awewe hiji,lalaki 3 elej ku.awewe hiji,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya mau pilih airin,pilih airin,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Ibu Airin sangat cerdas dan tepat, POTENSI yg harus di kejar khususnya Pandeglang agar lebih hidup dan berkembang","Ibu Airin sangat cerdas dan tepat, POTENSI harus di kejar khususnya Pandeglang agar lebih hidup dan berkembang",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"tidah hanya jalan rusak, lampu lampu jalan menuju pedesaan/perkampungan segera di aktivkan penerangan nya","tidah hanya jalan rusak, lampu lampu jalan menuju pedesaan/perkampungan segera di aktivkan penerangan",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Semoga gak da yg kurupsi lagi dlu yg kurupsi perempuan iaa,Semoga da kurupsi lagi dlu kurupsi perempuan iaa,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,bukan rusak jalan dipandeglang.tapi hancur gakaruan.mungkim ibu Airin lihat pakta yg ada.benar2 memperihatinkan jalan dipandeglang .apalagi di sukaresmi brantakan,bukan rusak jalan dipandeglang.tapi hancur gakaruan.mungkim ibu Airin lihat pakta ada.benar2 memperihatinkan jalan dipandeglang .apalagi di sukaresmi brantakan,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,bukan rusak jalan dipandeglang.tapi hancur gakaruan.mungkim ibu Airin lihat pakta yg ada.benar2 memperihatinkan jalan dipandeglang .apalagi di sukaresmi brantakan,bukan rusak jalan dipandeglang.tapi hancur gakaruan.mungkim ibu Airin lihat pakta ada.benar2 memperihatinkan jalan dipandeglang .apalagi di sukaresmi brantakan,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Abdi d CJR.tapi Rama Kula d Pandeglang..wargi2 Kula Banten pandeglang.d kerah kn k teh Airin.😅😅😅suara k th Airin lah.menang,Abdi CJR.tapi Rama Kula Pandeglang..wargi2 Kula Banten pandeglang.d kerah kn k teh Airin.😅😅😅suara k th Airin lah.menang,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,😅😅th Airin pst menang😅😅😅😅😅,😅😅th airin pst menang😅😅😅😅😅,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Saya dari bogor,semoga bu airin jadi gubeneur banten,dan bisa memajukan banten,aamin","Saya dari bogor,semoga airin jadi gubeneur banten,dan bisa memajukan banten,aamin",0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu Airin cerdas....,Airin cerdas....,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya yakin Bu Airin bakal menang,Saya yakin Airin bakal menang,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"bener banget ,
contoh kecil di desa saya kec : cikeusik kab: pandeglang .
jalan ke desa saya dari jaman pak dimyati ngejabat sampai ke istrinya sekarang, jalannya masih gitu2 aja , (hujan luluk , halodo ngebul)
lieur aing.","bener banget , contoh kecil di desa saya kec : cikeusik kab: pandeglang . jalan ke desa saya dari jaman pak dimyati ngejabat sampai ke istrinya sekarang, jalannya masih gitu2 aja , (hujan luluk , halodo ngebul) lieur aing.",0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu Airin keren...💛,Airin keren...💛,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pilih yg cerdas Bu Airin Bae .gay,Pilih cerdas Airin .gay,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu Airin adalah satu2nya calon gubernur yg turun langsung ke kampung2 yg jalan ya belum di aspal atau di cor Airin bukan yg lain,Airin adalah satu2nya calon gubernur turun langsung ke kampung2 jalan belum di aspal atau di cor Airin bukan lain,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"ini si Ibu menguasai bngt,paham betul masalahnya apa dan solusinya apa.coba klo masuknya di bursa cagub jabar,fix aku pilih ibu Airin","ini si Ibu menguasai bngt,paham betul masalahnya apa dan solusinya apa.coba masuknya di bursa cagub jabar,fix aku pilih ibu Airin",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pandgelang yg bagus depanya doang hehe,Pandgelang bagus depanya doang hehe,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Nom1 mantap,nom1 mantap,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Awas jangan salah pilih....

Pilih yg cerdas. Dan pilih yg paham tentang birokrasi.",Awas jangan salah pilih.... Pilih cerdas. Dan pilih paham tentang birokrasi.,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ayooo ajak keluarga coblos 01,Ayooo ajak keluarga coblos,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Iya bner kecamatan angsana desa karangsari jalan ga pernah maju sampe saat ini,Iya bner kecamatan angsana desa karangsari jalan pernah maju sampe saat ini,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kota serang 01,Kota serang,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ttep pilih 01 yg udh berhasil memajukan tangerang menjadi kota gemilang,Ttep pilih berhasil memajukan tangerang menjadi kota gemilang,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Mantabbb... bu Ayrin,Mantabbb... Ayrin,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin dan Ade cocok jadi pemimpin joss menang.jangan yg dipilih Mulyono dan gengnys,Airin dan Ade cocok jadi pemimpin joss menang.jangan dipilih Mulyono dan gengnys,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Kami berdoa mudah""an bu airin terpilih, rakyat pandeglng","Kami berdoa mudah""an airin terpilih, rakyat pandeglng",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Etul bu airin, depan rumah saya jln utama kendaraan lewat kampung tantangan rusak total, klu hujan byk kndaraan sering jatuh🙏🏻","Etul airin, depan rumah saya utama kendaraan lewat kampung tantangan rusak total, klu hujan byk kndaraan sering jatuh🙏🏻",0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Beda level,
Satu kata utk bu Airin, Cerdas","Beda level, Satu kata Airin, Cerdas",0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Pilih aja bu airin lillahi ta,ala ayo kita pulih airin ,jgn mau kita d jjh dari atas sampe bawah kita d lingkungan pak dim ,dewi kan kluarganya ,anaknya d pusat ,jln ancur pdg ayo bu ,yg penting ada perhatian honorer kemenag yg d angkat kluarga sja","Pilih aja airin lillahi ta,ala ayo kita pulih airin ,jgn mau kita jjh dari atas sampe bawah kita lingkungan pak dim ,dewi kan kluarganya ,anaknya pusat ,jln ancur pdg ayo ,yg penting ada perhatian honorer kemenag angkat kluarga sja",0.4019,1.0,sadness,Positif
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Betul bu airin,Betul airin,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"KORUPSI DANA DESA SUBUR DI KORUPSI DI MANAPUN BERADA.

FAKTA",KORUPSI DANA DESA SUBUR DI KORUPSI DI MANAPUN BERADA. FAKTA,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Males milih calon nya dia  lagi, dia lagi, keluarga nya aja semua di Banten, cuma memperkaya keluarga nya aja","Males milih calon dia lagi, dia lagi, keluarga aja semua di Banten, cuma memperkaya keluarga aja",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu Airin memang sangat berwibawa,Airin memang sangat berwibawa,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Sy warga serang mewakili warga pandeglang sya tlah menelusuri kec.pagelaran kec. Patia untuk pembangunan jalan desa belum merata tolong bagi siapa sja yg menjadi guberbur dan bupati ratakan insfrastruktur pembagunan jalan. Smoga banten makin jaya & maju trimakasih.,warga serang mewakili warga pandeglang tlah menelusuri kec.pagelaran kec. Patia untuk pembangunan jalan desa belum merata tolong bagi siapa sja menjadi guberbur dan bupati ratakan insfrastruktur pembagunan jalan. Smoga banten makin jaya & maju trimakasih.,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Mantap Bu orang Pandeglang dukung ibu agar jln d Pandeglang bagus bagus kususya jln poros desa,Mantap orang Pandeglang dukung ibu agar Pandeglang bagus bagus kususya poros desa,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Udah cantik pinter cerdas,memihak pada rakyat,jossss ibu airin","udah cantik pinter cerdas , rakyat , jossss airin",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Ibu saya orang asli banten dan kami sekeluarga suka miris ngeliat rsud yang kumuh puskesmas yg jarak nya jauh dari desa dan akses nya sangat sulit, jika saya banding kan dengan tangsel saya bersyukur tinggal di tangsel apa lagi pas ibu airin menjabat semua apa yg di pinta oleh warga alhamdulilah di penuhi dari mambangun rumah sakit yang layak, puskesmas disetiap desa memperbarui sekolah sekolah yang sd di stiap wilayah menurut saya ibu airin lebih layak memimpin banten bukan karna dinasti tapi memang kinerja beliau nyata ada nya, beliau juga tidak sukan untuk hadir di acara yang sakalipun itu tingkat rt di perdayakan anak muda dan di kasih pelatihan pelatihan agar kita layak kerja di masa yg akan datang","Ibu saya orang asli banten dan kami sekeluarga suka miris ngeliat rsud yang kumuh puskesmas jarak jauh dari desa dan akses sangat sulit, jika saya banding kan dengan tangsel saya bersyukur tinggal di tangsel apa lagi ibu airin menjabat semua apa di pinta oleh warga alhamdulilah di penuhi dari mambangun rumah sakit yang layak, puskesmas disetiap desa memperbarui sekolah sekolah yang sd di stiap wilayah menurut saya ibu airin lebih layak memimpin banten bukan karna dinasti tapi memang kinerja beliau nyata ada nya, beliau juga tidak sukan untuk hadir di acara yang sakalipun itu tingkat rt di perdayakan anak muda dan di kasih pelatihan pelatihan agar kita layak kerja di masa akan datang",0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,HENTIKAN PSN PIK 2 BOSSSSS,hentikan psn pik 2 bosssss,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Sy takut ❤1 dicurangi.krn 02 ahli dlm itu,takut ❤1 dicurangi.krn 02 ahli dlm itu,0.0,1.0,fear,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Mantappp Bu Airin ❤❤,Mantappp Airin ❤❤,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,mantap Bu ada yg kaget,mantap ada kaget,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Asslm maikum...wr...wb....siap menang dari kota serang banten...keluahran semur pencung lingkung oleh ibu airin dari nama muhamaad suhendar,asslm maikum ... wr ... wb .... menang kota serang banten ... keluahran semur pencung lingkung airin nama muhamaad suhendar,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kami dari Rangkas Bitung  pilih ibu Airin cerdas pintar dan terbukti . Karna d desa km sangat tertinggal JD mudah2an ibu Airin bisa memajukan desa kami 🤲🤲🙏,Kami dari Rangkas Bitung pilih ibu Airin cerdas pintar dan terbukti . Karna desa km sangat tertinggal mudah2an ibu Airin bisa memajukan desa kami 🤲🤲🙏,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Dimyati kok kaya gk semangat kaya banyak pikiran,Dimyati kok kaya semangat kaya banyak pikiran,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ko  ibu airin  tau   klo  jala poros  desa2 di  kabupaten  pandeglan   rusak2.tau,Ko ibu airin tau jala poros desa2 di kabupaten pandeglan rusak2.tau,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kerren ibu Airin...Mantaph Gubernur Banten,kerren airin ... mantaph gubernur banten,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu AIRIN GAS TANPA BATASS...❤,airin gas batass ... ❤,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Dimyati langsung pucat wajahnya ketika di singgung jalan2 di pandeglang. Saya asli pandeglang malu punya bupati yg lebih memperhatikan keluarga dan wajahnya.,Dimyati langsung pucat wajahnya ketika di singgung jalan2 di pandeglang. Saya asli pandeglang malu punya bupati lebih memperhatikan keluarga dan wajahnya.,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu Airin Mentalnya luar biasa,airin mentalnya,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,PKS KALAH DI BANTEN & JABAR,pks kalah banten & jabar,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Asal bukan wakil 01 beh, warga pandeglang please atuh euy..","Asal bukan wakil beh, warga pandeglang please atuh euy..",0.3182,1.0,anger,Positif
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Kami warga asli pandeglang, mendukung ibu airin menjadi gubernur banten✊✊✊,","warga asli pandeglang , mendukung airin gubernur banten✊✊✊ ,",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Keliatan Mbak Airin lebih berbobot....cuma partainya saja yang gak jelas malah dukung Partai Penguasa,Keliatan Mbak Airin lebih berbobot....cuma partainya saja yang jelas malah dukung Partai Penguasa,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Bu Airin 😊😊😊, ngak selevel sama dimiyati 😊😊😊tip top Bu 😊😊😊","Airin 😊😊😊, ngak selevel sama dimiyati 😊😊😊tip top 😊😊😊",0.2023,1.0,happy,Positif
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Gue Airin 😊😊😊,gue airin 😊😊😊,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,O1 TOP,o1 top,0.2023,1.0,happy,Positif
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,memingpin kabupaten z ga bescus ... malah naik ke provinsi,memingpin kabupaten z bescus ... malah naik ke provinsi,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,❤1,❤1,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"BANTEN perlu di AIRIN, Cerdas dan Berintegritas","banten airin , cerdas berintegritas",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu Airin sudah terbukti ❤❤❤❤,Airin sudah terbukti ❤❤❤❤,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin 👍🏿✌🏻,airin 👍🏿✌🏻,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu Airin ke liatanny lebih tenang 👍🏻,airin liatanny tenang 👍🏻,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kren ibu airin jwaban semoga hasi bu,Kren ibu airin jwaban semoga hasi,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin memang sdh terbukti yg lain cuma janji,Airin memang terbukti lain cuma janji,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,IBU. AIRIN. ❤❤❤❤❤❤❤❤,. airin . ❤❤❤❤❤❤❤❤,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"IBU. AIRIN. ""  MUTIARA DI DASAR. LAUT. ""  👍","IBU. AIRIN. "" MUTIARA DI DASAR. LAUT. "" 👍",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu airin👍👍👍,airin👍👍👍,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Salam dari Lebak untuk Bu Airin... Semoga ditaqdirkan menjadi pemimpin banten,Salam dari Lebak untuk Airin... Semoga ditaqdirkan menjadi pemimpin banten,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,maju trs bu ❤,maju trs ❤,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Hidup Airin insya Allah menang,hidup airin insya allah menang,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Jalan raya tanjung pasir kab.tangerang hancur tuh,Jalan raya tanjung pasir kab.tangerang hancur,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Kreeen emang bu Airin, ngiri saya ngeliat cerdasnya sebagai calon gubernur Banten, salam dari lombok","Kreeen emang Airin, ngiri saya ngeliat cerdasnya sebagai calon gubernur Banten, salam dari lombok",0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Hhhj soni plongaplongo debat  gak layak jafi gubernur,Hhhj soni plongaplongo debat layak jafi gubernur,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Saya Orang PANDEGLANG cukup di pimpin oleh DIMYATI NATA KUSUMA, dulu waktu DIMYATI menjabat jadi BUPATI, gak ada perubahan apa² jalan rusak diem ja... Malah di korup, sekarang istri nya yang jadi BUPATI sama ja gak ada perubahan.... Tapi ko bisa ya mantan napi nyalon","Saya Orang PANDEGLANG cukup di pimpin oleh DIMYATI NATA KUSUMA, dulu waktu DIMYATI menjabat jadi BUPATI, ada perubahan apa² jalan rusak diem ja... Malah di korup, sekarang istri yang jadi BUPATI sama ja ada perubahan.... Tapi ko bisa mantan napi nyalon",0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Aing ti Baros rek milih no 1 bae lah nyai Airin,Aing ti Baros rek milih lah nyai Airin,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,bu airin mantap,airin mantap,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Cerdas, Visioner, Santun, Amanah...sudah jelas IBU AIRIN💛💛💛","cerdas , visioner , santun , amanah ... airin💛💛💛",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Seumur umur jln kadomas rusak padahal deket bgt sama pusat pemerintahan kabupaten pandeglang, tp alhamdulillah katanya ada yg memperbaiki dgn uang pribadi..","Seumur umur kadomas rusak padahal deket bgt sama pusat pemerintahan kabupaten pandeglang, alhamdulillah katanya ada memperbaiki dgn uang pribadi..",0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Dimiyati panik,dimiyati panik,0.0,1.0,fear,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,bu Airin memang mantappp,Airin memang mantappp,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu airin pinter banget,airin pinter banget,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,I love Airin,i love airin,0.6369,1.0,love,Positif
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kalah cerdas kalah pamor kalah bukti yg kongkret pucat ngga tuh 😂,Kalah cerdas kalah pamor kalah bukti kongkret pucat ngga 😂,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Emang bnr daerah Lebak tuh jln GK pernah bagus.brsa Kya GK punya pemimpin... Aduh aplgi KLO musim hujan huh takut buat naik motor juga.tolong dong KLO udh jdi jngn lupa yg di pinta masyarkat jln bagus,Emang bnr daerah Lebak pernah bagus.brsa Kya punya pemimpin... Aduh aplgi musim hujan huh takut buat naik motor juga.tolong dong jdi jngn lupa di pinta masyarkat bagus,0.0,1.0,fear,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Iyah pandeglang paling hancur jalannya bupati irna narulita gak ada kemajuan,Iyah pandeglang paling hancur jalannya bupati irna narulita ada kemajuan,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Banyak buzzernya nih si ibu😂,Banyak buzzernya si ibu😂,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,sya yakin ibu airin jadi gubernur,yakin ibu airin jadi gubernur,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Warga banten harus bangkit dari keterpurukan,, mari ber satu  bangun banten, jangan kalian tertipu dengan janji manis, jujur saya miris dengan kondisi banten, khusus nya pandeglang,,","Warga banten harus bangkit dari keterpurukan,, mari ber satu bangun banten, jangan kalian tertipu dengan janji manis, jujur saya miris dengan kondisi banten, khusus pandeglang,,",0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Aku awalnya 02 tapi liat debat jadi tau calon mana yg cerdas jadi bisa jadi nanti beralih ....semoga sesuai dengn ilmu dan ucapannya,amiin","Aku awalnya 02 tapi liat debat jadi tau calon mana cerdas jadi bisa jadi nanti beralih ....semoga sesuai dengn ilmu dan ucapannya,amiin",0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ratu Atut ketawa lihat ini,ratu atut ketawa lihat,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,andra di dukung Kim tapi sayang Andra soni bukan Prabowo... tetap Airin Rachmi Diany pilihan kami..,andra dukung kim sayang andra soni prabowo ... airin rachmi diany pilihan ..,0.0,1.0,love,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin yes,airin yes,0.4019,1.0,happy,Positif
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,20 thn daerah pandeglang hususnya desa saya tinggal masih bobrok dan berlobang,20 thn daerah pandeglang hususnya desa tinggal bobrok berlobang,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Jalan transportasi kereta,,,rangakas labuan itu penting. .........","jalan transportasi kereta , , , rangakas labuan . .........",0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kalau pilgub Banten jujur saya yakin bu airin menang waspada emoney politik,Kalau pilgub Banten jujur saya yakin airin menang waspada emoney politik,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ngawur jawaban andara soni,ngawur andara soni,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"ibu H,airin dan bpk H,Ade  insy4jj1 menang dan Amanah Amiiiin ya Allah ❤❤❤","ibu H,airin dan bpk H,Ade insy4jj1 menang dan Amanah Amiiiin Allah ❤❤❤",0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Pengembang perum ikut andil liat bantu jln, itu bunderan Pamulang bagus bgt mau ke Mau muter ajh mesti lewatin jukir dulu 😂","pengembang perum andil liat bantu jln , bunderan pamulang bagus bgt muter ajh mesti lewatin jukir 😂",0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Hidup Perempuan💕 semangat buk airin,hidup perempuan💕 semangat buk airin,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin mempunyai jiwa membangun yg berkeadilan.,Airin mempunyai jiwa membangun berkeadilan.,0.0,1.0,happy,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin joss❤,airin joss❤,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya warga sumatera selatan tapi dari cara berbicara pilihla ibu airin,warga sumatera selatan berbicara pilihla airin,0.0,1.0,anger,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pinter bgt Bu Airin....👍🏻👍🏻,Pinter bgt Airin....👍🏻👍🏻,0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Yang satu kim plus , yang satu dinasti","kim plus , dinasti",0.0,1.0,sadness,Netral
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Bunda Airin berpengalaman dan logikan jalan, kita kerja tidak mesti pakai tangan kita sendiri","bunda airin berpengalaman logikan jalan , kerja mesti pakai tangan",0.0,1.0,anger,Netral
